nice: cannot set niceness: Permission denied
Precompiling packages...
    402.2 ms  ✓ CommonSolve
    404.9 ms  ✓ Reexport
    551.3 ms  ✓ ConstructionBase
    500.4 ms  ✓ StaticArraysCore
    601.8 ms  ✓ Statistics
   1347.0 ms  ✓ IrrationalConstants
    894.7 ms  ✓ SuiteSparse_jll
    480.1 ms  ✓ IfElse
    758.4 ms  ✓ EnzymeCore
    506.1 ms  ✓ ManualMemory
    432.0 ms  ✓ CommonWorldInvalidations
    424.7 ms  ✓ Future
    834.5 ms  ✓ SciMLPublic
    443.4 ms  ✓ FastPower
    455.2 ms  ✓ CompositionsBase
    524.6 ms  ✓ InverseFunctions
    448.6 ms  ✓ MuladdMacro
    473.0 ms  ✓ EnumX
    659.9 ms  ✓ OpenLibm_jll
   2165.3 ms  ✓ ExproniconLite
    467.1 ms  ✓ ExprTools
    467.8 ms  ✓ ConcreteStructs
   1088.9 ms  ✓ FillArrays
    643.9 ms  ✓ OrderedCollections
    745.0 ms  ✓ ADTypes
    769.6 ms  ✓ Serialization
    759.0 ms  ✓ DocStringExtensions
    554.8 ms  ✓ FastClosures
    505.8 ms  ✓ SIMDTypes
   5470.0 ms  ✓ MacroTools
    495.1 ms  ✓ IteratorInterfaceExtensions
    735.3 ms  ✓ Requires
    721.5 ms  ✓ CpuId
   1211.3 ms  ✓ GenericSchur
    558.7 ms  ✓ LoggingExtras
    595.5 ms  ✓ Compat
   1307.6 ms  ✓ InteractiveUtils
    552.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    522.1 ms  ✓ DiffResults
   3870.9 ms  ✓ FunctionWrappers
    959.3 ms  ✓ LazyArtifacts
    456.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    436.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    539.4 ms  ✓ NaNMath
   1209.5 ms  ✓ ThreadingUtilities
   2161.4 ms  ✓ Preferences
    505.5 ms  ✓ FillArrays → FillArraysStatisticsExt
    425.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    428.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1106.8 ms  ✓ DifferentiationInterface
   2011.3 ms  ✓ Jieko
    449.1 ms  ✓ RuntimeGeneratedFunctions
   1786.3 ms  ✓ DataStructures
    565.1 ms  ✓ CommonSubexpressions
    689.2 ms  ✓ LogExpFunctions
    592.1 ms  ✓ Adapt
    559.7 ms  ✓ Compat → CompatLinearAlgebraExt
    518.2 ms  ✓ FunctionWrappersWrappers
   4095.7 ms  ✓ TimerOutputs
