nice: cannot set niceness: Permission denied
Precompiling packages...
    414.6 ms  ✓ Reexport
    416.0 ms  ✓ CommonSolve
    572.0 ms  ✓ ConstructionBase
    507.8 ms  ✓ StaticArraysCore
    608.0 ms  ✓ Statistics
   1359.8 ms  ✓ IrrationalConstants
    479.1 ms  ✓ IfElse
    998.7 ms  ✓ SuiteSparse_jll
    756.6 ms  ✓ EnzymeCore
    526.4 ms  ✓ ManualMemory
    431.9 ms  ✓ CommonWorldInvalidations
    436.9 ms  ✓ Future
    885.9 ms  ✓ SciMLPublic
    454.7 ms  ✓ FastPower
    456.6 ms  ✓ CompositionsBase
    551.3 ms  ✓ InverseFunctions
    460.2 ms  ✓ MuladdMacro
    480.6 ms  ✓ EnumX
    750.5 ms  ✓ OpenLibm_jll
   2232.0 ms  ✓ ExproniconLite
    492.0 ms  ✓ ExprTools
    491.9 ms  ✓ ConcreteStructs
   1102.2 ms  ✓ FillArrays
    673.7 ms  ✓ OrderedCollections
    760.2 ms  ✓ Serialization
    774.3 ms  ✓ ADTypes
    737.7 ms  ✓ DocStringExtensions
    536.2 ms  ✓ FastClosures
   5662.6 ms  ✓ MacroTools
    492.9 ms  ✓ IteratorInterfaceExtensions
    746.7 ms  ✓ Requires
    730.5 ms  ✓ CpuId
   1260.1 ms  ✓ GenericSchur
    562.8 ms  ✓ LoggingExtras
    669.1 ms  ✓ Compat
   2802.0 ms  ✓ Distributed
   4072.2 ms  ✓ FunctionWrappers
   1514.9 ms  ✓ InteractiveUtils
    483.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1031.7 ms  ✓ LazyArtifacts
    489.8 ms  ✓ DiffResults
    459.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    443.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    536.5 ms  ✓ NaNMath
   1200.2 ms  ✓ ThreadingUtilities
   2362.0 ms  ✓ Preferences
    527.7 ms  ✓ FillArrays → FillArraysStatisticsExt
    457.0 ms  ✓ RuntimeGeneratedFunctions
    468.2 ms  ✓ SIMDTypes
   1969.6 ms  ✓ Jieko
    452.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1872.4 ms  ✓ DataStructures
    398.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    664.8 ms  ✓ LogExpFunctions
   1096.9 ms  ✓ DifferentiationInterface
    644.5 ms  ✓ CommonSubexpressions
    571.7 ms  ✓ Compat → CompatLinearAlgebraExt
    619.0 ms  ✓ Adapt
