nice: cannot set niceness: Permission denied
Precompiling packages...
   1523.4 ms  ✓ UUIDs
   1640.8 ms  ✓ OpenSSL_jll
   1618.3 ms  ✓ NetworkOptions
   1692.3 ms  ✓ MozillaCACerts_jll
   1706.4 ms  ✓ Logging
   1706.8 ms  ✓ Zlib_jll
   1727.1 ms  ✓ nghttp2_jll
   1786.1 ms  ✓ Unicode
   1805.5 ms  ✓ Base64
   1814.5 ms  ✓ CompilerSupportLibraries_jll
    537.0 ms  ✓ LibSSH2_jll
    587.5 ms  ✓ p7zip_jll
    648.4 ms  ✓ Printf
    499.4 ms  ✓ LibGit2_jll
    497.9 ms  ✓ LibCURL_jll
   3205.8 ms  ✓ ArgTools
    767.2 ms  ✓ LibCURL
    624.6 ms  ✓ Tar
   2884.8 ms  ✓ Dates
   3081.8 ms  ✓ LibGit2
    458.4 ms  ✓ TOML
   3076.6 ms  ✓ Downloads
   9224.0 ms  ✓ StyledStrings
   1629.3 ms  ✓ JuliaSyntaxHighlighting
   3822.4 ms  ✓ Markdown
  46333.3 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2500.6 ms  ✓ IteratorInterfaceExtensions
   2516.4 ms  ✓ ConcreteStructs
   2600.4 ms  ✓ Future
   2594.0 ms  ✓ OpenLibm_jll
   2584.4 ms  ✓ CommonSolve
   2613.2 ms  ✓ MuladdMacro
   2677.7 ms  ✓ ExprTools
   3001.0 ms  ✓ InverseFunctions
   3288.6 ms  ✓ SuiteSparse_jll
   3492.6 ms  ✓ Statistics
   4198.5 ms  ✓ Serialization
   4213.8 ms  ✓ ADTypes
   2390.4 ms  ✓ SIMDTypes
   2713.0 ms  ✓ EnumX
   2909.1 ms  ✓ ManualMemory
   5413.3 ms  ✓ FillArrays
   2583.2 ms  ✓ CompositionsBase
   2601.5 ms  ✓ FastPower
   3613.2 ms  ✓ DocStringExtensions
   2586.4 ms  ✓ IfElse
   5003.6 ms  ✓ Requires
   2583.6 ms  ✓ CommonWorldInvalidations
   3707.1 ms  ✓ EnzymeCore
   2588.0 ms  ✓ FastClosures
   2897.4 ms  ✓ SciMLPublic
   2903.8 ms  ✓ StaticArraysCore
   3487.6 ms  ✓ LoggingExtras
   2287.2 ms  ✓ Reexport
   3503.0 ms  ✓ Preferences
   4497.4 ms  ✓ CpuId
  12205.9 ms  ✓ FunctionWrappers
   2499.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   6205.5 ms  ✓ GenericSchur
   9812.7 ms  ✓ NaNMath
  10502.7 ms  ✓ OrderedCollections
   5306.5 ms  ✓ LazyArtifacts
